idx,archetype,prosocial_init,base_bias,resistance,final_strategy,cumulative_payoff,times_targeted,times_persuaded,times_exploited,degree
0,pragmatist,0.5018376288097179,0.0,0.4232427215251737,0.35749041732912684,773.0,50,0,10,8
1,idealist,0.4995655614275081,0.1,0.10452641525934586,0.48506096765914,549.0,40,34,10,7
2,skeptic,0.5858033800009677,-0.12,0.5669561858546017,0.5647501825997899,431.0,0,0,18,6
3,conformist,0.36945701469595726,0.0,0.23716771562945296,0.3018148414251733,571.0,0,0,8,6
4,strategist,0.5046858594279113,-0.05,0.34411987449832887,0.394280594731114,448.0,0,0,8,5
5,opportunist,0.4542633361973695,-0.15,0.48200694799186705,0.22031612167590336,602.0,0,0,8,6
6,pragmatist,0.33953188694974995,0.0,0.27556350780104205,0.03876542712597644,664.0,50,0,6,7
7,idealist,0.37768210309800326,0.1,0.38982693189519413,0.437221085152264,584.0,50,49,20,8
8,skeptic,0.45595831612224885,-0.12,0.45613148735523673,0.17812353050706062,460.0,10,0,8,5
9,conformist,0.3327137306464737,0.0,0.11142116390716941,0.32034923591797004,434.0,0,0,7,5
10,strategist,0.45122132707775153,-0.05,0.25865956420509445,0.20333704946402617,537.0,0,0,6,6
11,opportunist,0.6441095721597311,-0.15,0.5510086472958692,0.3627879052354139,420.0,0,0,14,6
12,pragmatist,0.1,0.0,0.01664801310484909,0.17365201044643194,618.0,0,0,3,6
13,idealist,0.4237841861917257,0.1,0.23667143826354695,0.4592654442858735,442.0,0,0,16,6
14,skeptic,0.48204644962479165,-0.12,0.5325982896533845,0.29034742952019765,544.0,0,0,9,6
15,conformist,0.7676758132576572,0.0,0.0,0.4529895508733173,380.0,0,0,19,6
16,strategist,0.3933592489309503,-0.05,0.6064157411238495,0.07216450691394635,755.0,50,0,4,7
17,opportunist,0.5470054494302771,-0.15,0.4994595058564393,0.3529709672474176,442.0,0,0,12,6
18,pragmatist,0.3728990442468806,0.0,0.05278872437165209,0.2583942660967785,252.0,0,0,14,4
19,idealist,0.47511971163341116,0.1,0.31635211317323214,0.21242498885125194,355.0,0,0,14,5
20,skeptic,0.2658971918633139,-0.12,0.3975160007329157,0.000445499640880433,726.0,50,0,0,7
21,conformist,0.4391934480409159,0.0,0.008287256540883386,0.3288768961026545,602.0,0,0,7,6
22,strategist,0.4352595048221674,-0.05,0.31432245412041815,0.2833785216848876,506.0,0,0,13,6
23,opportunist,0.45533793555832286,-0.15,0.32405625125285276,0.3043043802195301,582.0,0,0,7,6
24,pragmatist,0.5390622107678734,0.0,0.4336750431423492,0.34936241113683725,514.0,0,0,15,6
25,idealist,0.49812724568498457,0.1,0.17726546589145395,0.49281553733849054,354.0,0,0,13,4
26,skeptic,0.5597478425678162,-0.12,0.42478399722994215,0.3982556251377568,522.0,0,0,15,6
27,conformist,0.5818740927431978,0.0,0.0,0.31868939983060734,545.0,0,0,14,6
28,strategist,0.5871700804693172,-0.05,0.29699048180767795,0.3384596590858156,577.0,0,0,15,7
29,opportunist,0.2626876664498377,-0.15,0.3529150792049728,0.10687658398818245,583.0,0,0,2,5
