t,coop_rate,ecs,autonomy_retention,epistemic_integrity,subgroup_fairness,avg_payoff,payoff_gini,persuasion_rate,avg_shift,backlash_rate,strategy_mean,strategy_std,n_targeted,governance,label
0,0.6,0.15512820512820508,0.6722222222222222,1.0,0.3846153846153846,14.866666666666667,0.21763826606875933,0.8888888888888888,0.1344127358563817,0.1111111111111111,0.48428902077209607,0.12334453434610766,9,governed,sa_target_frac_0.3
1,0.26666666666666666,0.13789173789173786,0.6722222222222222,1.0,0.7692307692307692,8.366666666666667,0.548074369189907,0.8888888888888888,0.10768842055703166,0.1111111111111111,0.45817433827944465,0.12908167191676667,9,governed,sa_target_frac_0.3
2,0.4666666666666667,0.3033618233618233,0.6722222222222222,1.0,0.9670329670329669,11.533333333333333,0.4184971098265896,0.8888888888888888,0.091983981395065,0.1111111111111111,0.45919341768591126,0.13997526185098316,9,governed,sa_target_frac_0.3
3,0.43333333333333335,0.19206349206349208,0.6722222222222222,1.0,0.6593406593406594,11.766666666666667,0.3713881019830028,0.8888888888888888,0.11063794177344718,0.1111111111111111,0.45609020756360186,0.1502159467455538,9,governed,sa_target_frac_0.3
4,0.36666666666666664,0.24903337403337406,0.6944444444444445,1.0,0.978021978021978,9.966666666666667,0.4616499442586399,0.7777777777777778,0.10500324716988912,0.2222222222222222,0.4453593826559697,0.14867687425403242,9,governed,sa_target_frac_0.3
5,0.4,0.2472527472527473,0.6944444444444445,1.0,0.8901098901098901,10.833333333333334,0.4682051282051282,0.7777777777777778,0.09107961362899553,0.2222222222222222,0.4399162567372533,0.14549001558360122,9,governed,sa_target_frac_0.3
6,0.23333333333333334,0.12034188034188036,0.7111111111111111,1.0,0.7252747252747254,10.1,0.38228822882288227,0.7777777777777778,0.09399500242122398,0.1111111111111111,0.41512630592878286,0.13255503189377574,9,governed,sa_target_frac_0.3
7,0.4,0.14346764346764349,0.6944444444444445,1.0,0.5164835164835164,11.766666666666667,0.2701605288007554,0.7777777777777778,0.10196441377766846,0.2222222222222222,0.41331114921732887,0.13488180418283635,9,governed,sa_target_frac_0.3
8,0.3333333333333333,0.1157305657305657,0.6722222222222222,1.0,0.5164835164835164,11.0,0.32161616161616163,0.8888888888888888,0.10293287824627569,0.1111111111111111,0.40371381131124956,0.15222849718269793,9,governed,sa_target_frac_0.3
9,0.4,0.18620268620268624,0.6944444444444445,1.0,0.6703296703296703,10.266666666666667,0.49567099567099565,0.7777777777777778,0.10082091365559337,0.2222222222222222,0.40326815395389953,0.15564642927710914,9,governed,sa_target_frac_0.3
10,0.3,0.1373626373626374,0.6944444444444445,1.0,0.6593406593406594,10.733333333333333,0.34347826086956523,0.7777777777777778,0.11067207419763428,0.2222222222222222,0.3908759754794315,0.1646782009395978,9,governed,sa_target_frac_0.3
11,0.4,0.28043956043956053,0.7333333333333334,1.0,0.9560439560439561,11.2,0.3740079365079365,0.6666666666666666,0.07696123332065985,0.2222222222222222,0.39197085842189977,0.14861062937825703,9,governed,sa_target_frac_0.3
12,0.3333333333333333,0.19698819698819695,0.6722222222222222,1.0,0.8791208791208791,10.6,0.4106918238993711,0.8888888888888888,0.10890091740888465,0.1111111111111111,0.3849343554112718,0.15077936345658186,9,governed,sa_target_frac_0.3
13,0.26666666666666666,0.14041514041514042,0.6944444444444445,1.0,0.7582417582417582,8.9,0.4910112359550562,0.7777777777777778,0.10198962925093584,0.2222222222222222,0.3707422327619192,0.14552251797066235,9,governed,sa_target_frac_0.3
14,0.2,0.1373626373626374,0.6944444444444445,1.0,0.989010989010989,8.166666666666666,0.48095238095238096,0.7777777777777778,0.0942969205533454,0.2222222222222222,0.35025316483048896,0.13987978080156216,9,governed,sa_target_frac_0.3
