idx,archetype,prosocial_init,base_bias,resistance,final_strategy,cumulative_payoff,times_targeted,times_persuaded,times_exploited,degree
0,pragmatist,0.5018376288097179,0.0,0.4232427215251737,0.35004543358538537,1774.0,50,21,11,20
1,idealist,0.4995655614275081,0.1,0.10452641525934586,0.5382081324794459,529.0,45,45,17,7
2,skeptic,0.5858033800009677,-0.12,0.5669561858546017,0.4509350292291252,381.0,0,0,11,4
3,conformist,0.36945701469595726,0.0,0.23716771562945296,0.24116873376540426,102.0,0,0,8,1
4,strategist,0.5046858594279113,-0.05,0.34411987449832887,0.17377616866263648,1084.0,50,45,11,11
5,opportunist,0.4542633361973695,-0.15,0.48200694799186705,0.17666703525356584,758.0,45,13,8,8
6,pragmatist,0.33953188694974995,0.0,0.27556350780104205,0.16791757847662112,717.0,50,19,7,7
7,idealist,0.37768210309800326,0.1,0.38982693189519413,0.42643488624625353,643.0,5,5,8,7
8,skeptic,0.45595831612224885,-0.12,0.45613148735523673,0.1665905790807003,685.0,5,0,7,7
9,conformist,0.3327137306464737,0.0,0.11142116390716941,0.09366252194642502,543.0,0,0,7,6
10,strategist,0.45122132707775153,-0.05,0.25865956420509445,0.1734613641208169,318.0,0,0,9,4
11,opportunist,0.6441095721597311,-0.15,0.5510086472958692,0.3326731288394582,375.0,0,0,11,4
12,pragmatist,0.1,0.0,0.01664801310484909,0.03525002989424319,454.0,0,0,2,4
13,idealist,0.4237841861917257,0.1,0.23667143826354695,0.6010660834178517,753.0,50,50,22,10
14,skeptic,0.48204644962479165,-0.12,0.5325982896533845,0.3620168394938301,582.0,0,0,7,6
15,conformist,0.7676758132576572,0.0,0.0,0.5275523291605824,301.0,0,0,15,4
16,strategist,0.3933592489309503,-0.05,0.6064157411238495,0.291574118726869,387.0,0,0,5,4
17,opportunist,0.5470054494302771,-0.15,0.4994595058564393,0.4724647395189125,266.0,0,0,9,3
18,pragmatist,0.3728990442468806,0.0,0.05278872437165209,0.221948332181109,460.0,0,0,7,5
19,idealist,0.47511971163341116,0.1,0.31635211317323214,0.3661283306694462,318.0,0,0,11,4
20,skeptic,0.2658971918633139,-0.12,0.3975160007329157,0.11613618698070426,552.0,0,0,3,5
21,conformist,0.4391934480409159,0.0,0.008287256540883386,0.35405253719766355,568.0,0,0,11,6
22,strategist,0.4352595048221674,-0.05,0.31432245412041815,0.25087286494519734,284.0,0,0,7,3
23,opportunist,0.45533793555832286,-0.15,0.32405625125285276,0.24457952539584843,349.0,0,0,7,3
24,pragmatist,0.5390622107678734,0.0,0.4336750431423492,0.553567562861396,429.0,0,0,7,4
25,idealist,0.49812724568498457,0.1,0.17726546589145395,0.4388515257517156,249.0,0,0,13,3
26,skeptic,0.5597478425678162,-0.12,0.42478399722994215,0.14864521680692805,286.0,0,0,14,3
27,conformist,0.5818740927431978,0.0,0.0,0.46955103208086424,293.0,0,0,14,3
28,strategist,0.5871700804693172,-0.05,0.29699048180767795,0.27892712798567426,314.0,0,0,12,3
29,opportunist,0.2626876664498377,-0.15,0.3529150792049728,0.08314899159890908,300.0,0,0,2,3
