label,governance,adversarial,coop_final,ecs_final,autonomy_final,integrity_final,fairness_final,avg_shift_final,backlash_rate_final,rejection_rate
governed-adversarial,governed,True,0.3,0.1758667582417582,0.7279166666666667,1.0,0.823076923076923,0.09553161004805784,0.3166666666666667,0.4166666666666667
naive-adversarial,naive,True,0.2966666666666667,0.16909737484737483,0.7083333333333333,1.0,0.8115384615384615,0.09582133963219634,0.2916666666666667,0.4166666666666667
unconstrained-adversarial,unconstrained,True,0.2766666666666666,0.0,0.85625,0.0,0.8478021978021978,0.0443139310232595,0.4333333333333333,0.0
governed-adversarial,governed,True,0.3,0.1758667582417582,0.7279166666666667,1.0,0.823076923076923,0.09553161004805784,0.3166666666666667,0.4166666666666667
governed-benign,governed,False,0.3,0.1758667582417582,0.7279166666666667,1.0,0.823076923076923,0.09553161004805784,0.3166666666666667,0.05
