idx,archetype,prosocial_init,base_bias,resistance,final_strategy,cumulative_payoff,times_targeted,times_persuaded,times_exploited,degree
0,pragmatist,0.5018376288097179,0.0,0.4232427215251737,0.4241119949221275,724.0,50,37,13,8
1,idealist,0.4995655614275081,0.1,0.10452641525934586,0.5027056771779161,532.0,50,50,13,7
2,skeptic,0.5858033800009677,-0.12,0.5669561858546017,0.5628237744961129,490.0,0,0,14,6
3,conformist,0.36945701469595726,0.0,0.23716771562945296,0.31346889815365525,608.0,0,0,6,6
4,strategist,0.5046858594279113,-0.05,0.34411987449832887,0.3934570256448112,489.0,0,0,6,5
5,opportunist,0.4542633361973695,-0.15,0.48200694799186705,0.21915116469024543,632.0,0,0,7,6
6,pragmatist,0.33953188694974995,0.0,0.27556350780104205,0.14926170645788914,590.0,50,40,13,7
7,idealist,0.37768210309800326,0.1,0.38982693189519413,0.43529998511258283,646.0,50,50,18,8
8,skeptic,0.45595831612224885,-0.12,0.45613148735523673,0.17769059937139145,485.0,0,0,6,5
9,conformist,0.3327137306464737,0.0,0.11142116390716941,0.32034923591797004,464.0,0,0,5,5
10,strategist,0.45122132707775153,-0.05,0.25865956420509445,0.20333704946402617,537.0,0,0,6,6
11,opportunist,0.6441095721597311,-0.15,0.5510086472958692,0.3627879052354139,413.0,0,0,15,6
12,pragmatist,0.1,0.0,0.01664801310484909,0.16434447520984924,632.0,0,0,2,6
13,idealist,0.4237841861917257,0.1,0.23667143826354695,0.4685729795224562,451.0,0,0,16,6
14,skeptic,0.48204644962479165,-0.12,0.5325982896533845,0.29005239907331093,579.0,0,0,8,6
15,conformist,0.7676758132576572,0.0,0.0,0.4588662670146192,416.0,0,0,20,6
16,strategist,0.3933592489309503,-0.05,0.6064157411238495,0.11906843126746965,736.0,50,8,7,7
17,opportunist,0.5470054494302771,-0.15,0.4994595058564393,0.35326599769430445,468.0,0,0,13,6
18,pragmatist,0.3728990442468806,0.0,0.05278872437165209,0.24908673086019575,306.0,0,0,12,4
19,idealist,0.47511971163341116,0.1,0.31635211317323214,0.2670477461100575,376.0,0,0,16,5
20,skeptic,0.2658971918633139,-0.12,0.3975160007329157,0.0185152932445631,760.0,50,0,1,7
21,conformist,0.4391934480409159,0.0,0.008287256540883386,0.3360846513898642,616.0,0,0,7,6
22,strategist,0.4352595048221674,-0.05,0.31432245412041815,0.2833785216848876,525.0,0,0,12,6
23,opportunist,0.45533793555832286,-0.15,0.32405625125285276,0.3043043802195301,590.0,0,0,7,6
24,pragmatist,0.5390622107678734,0.0,0.4336750431423492,0.34936241113683725,510.0,0,0,15,6
25,idealist,0.49812724568498457,0.1,0.17726546589145395,0.4929014862909928,354.0,0,0,13,4
26,skeptic,0.5597478425678162,-0.12,0.42478399722994215,0.3982556251377568,535.0,0,0,13,6
27,conformist,0.5818740927431978,0.0,0.0,0.3183943693837206,577.0,0,0,11,6
28,strategist,0.5871700804693172,-0.05,0.29699048180767795,0.33909434779995384,612.0,0,0,11,7
29,opportunist,0.2626876664498377,-0.15,0.3529150792049728,0.10687658398818245,617.0,0,0,1,5
