t,coop_rate,ecs,autonomy_retention,epistemic_integrity,subgroup_fairness,avg_payoff,payoff_gini,persuasion_rate,avg_shift,backlash_rate,strategy_mean,strategy_std,n_targeted,governance,label
0,0.5333333333333333,0.0,0.75,0.0,0.7472527472527473,13.433333333333334,0.32315963606286185,0.5,0.08572970391410158,0.5,0.47628902077209617,0.14718095765028896,6,unconstrained,unconstrained-T0.0
1,0.4666666666666667,0.0,0.7749999999999999,0.0,0.8131868131868132,12.066666666666666,0.37697974217311236,0.5,0.07825106734033876,0.3333333333333333,0.47513433827944457,0.14264669854870715,6,unconstrained,unconstrained-T0.0
2,0.43333333333333335,0.0,0.7833333333333333,0.0,0.6703296703296704,11.833333333333334,0.33943661971830985,0.3333333333333333,0.07193042742850096,0.6666666666666666,0.47011821768591117,0.13417846336313377,6,unconstrained,unconstrained-T0.0
3,0.36666666666666664,0.0,0.7833333333333333,0.0,0.8791208791208791,10.5,0.4674074074074074,0.3333333333333333,0.07193042742850096,0.6666666666666666,0.4577040315636018,0.12600382334906934,6,unconstrained,unconstrained-T0.0
4,0.3333333333333333,0.0,0.8083333333333333,0.0,0.8791208791208791,10.866666666666667,0.35685071574642124,0.3333333333333333,0.06445179085473816,0.5,0.4427795477759696,0.1366649582683288,6,unconstrained,unconstrained-T0.0
5,0.23333333333333334,0.0,0.8416666666666667,0.0,0.7912087912087913,9.466666666666667,0.360093896713615,0.16666666666666666,0.03453724455968691,0.6666666666666666,0.4176460020428533,0.13989445447256435,6,unconstrained,unconstrained-T0.0
6,0.36666666666666664,0.0,0.8666666666666667,0.0,0.9560439560439561,10.533333333333333,0.429957805907173,0.16666666666666666,0.03453724455968691,0.5,0.4115284817977109,0.1626463248935586,6,unconstrained,unconstrained-T0.0
7,0.26666666666666666,0.0,0.8666666666666667,0.0,0.9560439560439561,9.166666666666666,0.4490909090909091,0.16666666666666666,0.03739318286881405,0.5,0.3941450639819856,0.1701943042046012,6,unconstrained,unconstrained-T0.0
8,0.3333333333333333,0.0,0.8416666666666667,0.0,0.901098901098901,9.966666666666667,0.49108138238573024,0.16666666666666666,0.03453724455968691,0.6666666666666666,0.3868476563041473,0.17714062647066756,6,unconstrained,unconstrained-T0.0
9,0.3,0.0,0.95,0.0,0.8351648351648351,9.233333333333333,0.4696750902527076,0.0,0.0,0.3333333333333333,0.3764259375476497,0.171794272010129,6,unconstrained,unconstrained-T0.0
