idx,archetype,prosocial_init,base_bias,resistance,final_strategy,cumulative_payoff,times_targeted,times_persuaded,times_exploited,degree
0,pragmatist,0.3457075619631647,0.0,0.14400238406392565,0.11513478060397836,1017.0,50,32,7,12
1,idealist,0.41256767937096855,0.1,0.44108470745868206,0.41202105048342696,224.0,0,0,18,4
2,skeptic,0.1,-0.12,0.3046730739706523,0.12785947943799733,256.0,0,0,2,3
3,conformist,0.3191760604750928,0.0,0.10256361114846266,0.5490710442120741,516.0,50,48,18,8
4,strategist,0.29747982637435666,-0.05,0.172043410863963,0.03853952774652725,974.0,50,35,6,13
5,opportunist,0.43190969622942427,-0.15,0.5166687903143422,0.01629775926687534,1379.0,50,8,3,15
6,pragmatist,0.3099046046341824,0.0,0.4690861810452049,0.25293770793470105,809.0,50,28,10,11
7,idealist,0.37012640133780683,0.1,0.17110613056751425,0.3321271882483532,617.0,50,50,26,11
8,skeptic,0.3553126176123748,-0.12,0.35616760987565016,0.18763574331619778,407.0,0,0,5,5
9,conformist,0.43176754519609084,0.0,0.14251111335206204,0.13057503812806975,304.0,0,0,9,4
10,strategist,0.2722706454682109,-0.05,0.1978605683394088,0.14907026943746088,624.0,0,0,6,7
11,opportunist,0.4833812008011045,-0.15,0.3768205776896797,0.1934671136081305,193.0,0,0,10,3
12,pragmatist,0.2357508266755339,0.0,0.24717996742676554,0.25328934472049336,508.0,0,0,6,6
13,idealist,0.3798463778330023,0.1,0.35481660965461176,0.13310547338185416,241.0,0,0,12,3
14,skeptic,0.36190989173939825,-0.12,0.5646231504511824,0.13071546377802515,527.0,0,0,7,6
15,conformist,0.6212471401305691,0.0,0.08903774754230767,0.3262398345716516,242.0,0,0,13,3
16,strategist,0.22316359063926938,-0.05,0.17793409076281833,0.037379721989393926,365.0,0,0,4,5
17,opportunist,0.3923969133863243,-0.15,0.5693458439081337,0.11362227441102893,198.0,0,0,8,3
18,pragmatist,0.28290788135176875,0.0,0.17397652845562078,0.3205582394964836,246.0,0,0,9,3
19,idealist,0.17632781764631406,0.1,0.3975889181737052,0.2637700084908431,320.0,0,0,9,3
20,skeptic,0.41148812568051635,-0.12,0.5814731402457792,0.1302879696020626,334.0,0,0,8,4
21,conformist,0.20017354390669584,0.0,0.18482419846000794,0.016938377046147122,305.0,0,0,2,3
22,strategist,0.3175028713711092,-0.05,0.33280328950935195,0.17628716590774995,281.0,0,0,8,4
23,opportunist,0.4307143166922285,-0.15,0.43353933231620234,0.2298304804524658,197.0,0,0,8,3
24,pragmatist,0.4018370344607842,0.0,0.3101368604233337,0.1272987906215774,203.0,0,0,9,3
25,idealist,0.34336790980349763,0.1,0.39469323387578104,0.3663827860317337,306.0,0,0,10,4
26,skeptic,0.1,-0.12,0.4520493175464048,0.08194418582391733,363.0,0,0,1,4
27,conformist,0.22944410185608066,0.0,0.0541683227634987,0.24365488855479014,268.0,0,0,6,3
28,strategist,0.25872866231599745,-0.05,0.5242411966851593,0.20783813044131896,199.0,0,0,6,3
29,opportunist,0.1701253326460135,-0.15,0.5452417531887221,0.07484063873790406,270.0,0,0,2,3
